Index,Nom de l'animal,Règne,Embranchement,Sous-embranchement,Classe,Sous-classe,Infra-classe,Ordre,Super-ordre,Sous-ordre,Infra-ordre,Famille,Super-famille,Sous-famille,Genre,Sous-genre,Tribu,Clade
799,Tonkean Macaque,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Macaca,,,
800,Panamanian Night Monkey,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Aotidae,,,Aotus,,,
801,Dusky Antechinus,Animaux,Chordés,Vertébrés,Mammifères,,Marsupialia,Dasyuromorphia,,,,Dasyuridae,,,Antechinus,,,
802,Woodland Dormouse,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Gliridae,,,Graphiurus,,,
803,Black Agouti,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Dasyproctidae,,,Dasyprocta,,,
804,Collared Brown Lemur,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Strepsirrhini,,Lemuridae,,,Eulemur,,,
805,Rock Cavy,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Caviidae,,,Kerodon,,,
806,Angola Colobus,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Colobus,,,
807,Plains Rat,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Muridae,Muroidea,,Pseudomys,,,
808,Fisher,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Mustelidae,,Guloninae,Pekania,,,
809,Steenbok,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Antilopinae,Raphicerus,,,
810,Mountain Anoa,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Bovinae,Bubalus,,,
811,Brown Antechinus,Animaux,Chordés,Vertébrés,Mammifères,,Marsupialia,Dasyuromorphia,,,,Dasyuridae,,,Antechinus,,,
812,Bharal,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Caprinae,Pseudois,,,
813,Commerson's Dolphin,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Delphinidae,,,Cephalorhynchus,,,
814,Long-Finned Pilot Whale,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Delphinidae,,,Globicephala,,,
815,Great Gebril,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Muridae,Muroidea,,Rhombomys,,,
816,Texas Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Gopherus,,,
817,Indian Star Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Geochelone,,,
818,Emerald Green Tree Boa,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Boidae,,,Corallus,,,
819,Marine Iguana,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Iguanidae,,,Amblyrhynchus,,,
820,Nile Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
821,Egyptian Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Testudo,,,
822,Philippine Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
823,Frilled-Neck Lizard,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Agamidae,,,Chlamydosaurus,,,
824,African Spurred Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Centrochelys,,,
825,Green Sea Turtle,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Cheloniidae,,,Chelonia,,,Americhelydia
826,Herman's Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Testudo,,,
827,Orinoco Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
828,Black Caiman,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Alligatoridae,,,Melanosuchus,,,
829,Eastern Long-Necked Turtle,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Pleurodira,,Chelidae,,Chelodininae,Chelodina,,,Americhelydia
830,Gopher Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Gopherus,,,
831,Siamese Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
832,Central Bearded Dragon,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Agamidae,,,Pogona,,,
833,Russian Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Agrionemys,,,
834,Greek Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Testudo,,,
835,Australian Saltwater Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
836,Leopard Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Stigmochelys,,,
837,Red-Footed Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Chelonoidis,,,
838,Gharial,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Gavialidae,,,Gavialis,,,
839,Radiated Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Astrochelys,,,
840,Freshwater Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
841,Hawksbill Sea Turtle,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Cheloniidae,,,Eretmochelys,,,Americhelydia
842,Chinese Alligator,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Alligatoridae,,,Alligator,,,
843,Galápagos Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Chelonoidis,,,
844,Aldabra Giant Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Aldabrachelys,,,
845,Anaconda,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Boidae,,,Boinae,,,
846,Dwarf Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,,Osteolaemus,,,
847,Mugger,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
848,Thorny Devil,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Agamidae,,Amphibolurinae,Moloch,,,
849,Yacare Caiman,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Alligatoridae,,Caimaninae,Caiman,,,
850,Cuban Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
851,Pancake Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Malacochersus,,,
852,American Alligator,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Alligatoridae,,,Alligator,,,
853,Inland Taipan,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Oxyuranus,,,
854,American Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
855,Morelet's Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
856,Spectacled Caiman,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Alligatoridae,,Caimaninae,Caiman,,,
857,Texas Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Gopherus,,,
858,Indian Star Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Geochelone,,,
859,Emerald Green Tree Boa,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Boidae,,,Corallus,,,
860,Marine Iguana,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Iguanidae,,,Amblyrhynchus,,,
861,Nile Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
862,Egyptian Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Testudo,,,
863,Philippine Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
864,Frilled-Neck Lizard,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Agamidae,,,Chlamydosaurus,,,
865,African Spurred Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Centrochelys,,,
866,Green Sea Turtle,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Cheloniidae,,,Chelonia,,,Americhelydia
867,Herman's Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Testudo,,,
868,Orinoco Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
869,Black Caiman,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Alligatoridae,,,Melanosuchus,,,
870,Eastern Long-Necked Turtle,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Pleurodira,,Chelidae,,Chelodininae,Chelodina,,,Americhelydia
871,Gopher Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Gopherus,,,
872,Siamese Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
873,Central Bearded Dragon,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Agamidae,,,Pogona,,,
874,Russian Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Agrionemys,,,
875,Greek Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Testudo,,,
876,Australian Saltwater Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
877,Leopard Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Stigmochelys,,,
878,Red-Footed Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Chelonoidis,,,
879,Gharial,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Gavialidae,,,Gavialis,,,
880,Radiated Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Astrochelys,,,
881,Freshwater Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
882,Hawksbill Sea Turtle,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Cheloniidae,,,Eretmochelys,,,Americhelydia
883,Chinese Alligator,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Alligatoridae,,,Alligator,,,
884,Galápagos Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Chelonoidis,,,
885,Aldabra Giant Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Aldabrachelys,,,
886,Anaconda,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Boidae,,,Boinae,,,
887,Dwarf Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,,Osteolaemus,,,
888,Mugger,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
889,Thorny Devil,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Agamidae,,Amphibolurinae,Moloch,,,
890,Yacare Caiman,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Alligatoridae,,Caimaninae,Caiman,,,
891,Cuban Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
892,Pancake Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Malacochersus,,,
893,American Alligator,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Alligatoridae,,,Alligator,,,
894,Inland Taipan,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Oxyuranus,,,
895,American Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
896,Morelet's Crocodile,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Crocodylidae,,Crocodylinae,Crocodylus,,,
897,Spectacled Caiman,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Alligatoridae,,Caimaninae,Caiman,,,
898,Tomistoma,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Gavialidae,,Tomistominae,Tomistoma,,,
899,Indian Cobra,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Naja,,,
900,Common Leopard Gecko,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Eublepharidae,,,Eublepharis,,,
901,Eyelash Viper,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Bothriechis,,,
902,Panther Chameleon,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Chamaeleonidae,,,Furcifer,,,
903,Green Iguana,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Iguanidae,,,Iguana,,,
904,Brown Anole,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Dactyloidae,,,Anolis,,,
905,Eastern Green Mamba,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Dendroaspis,,,
906,Bamboo Pit Viper,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Trimeresurus,,,
907,Chinese Water Dragon,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Agamidae,,,Physignathus,,,
908,Armadillo Girdled Lizard,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Cordylidae,,,Ouroborus,,,
909,Asian Water Monitor,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Varanidae,,,Varanus,,,
910,Mediterranean House Gecko,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Gekkonidae,,,Hemidactylus,,,
911,Komodo Dragon,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Varanidae,,,Varanus,,,
912,Black Mamba,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Dendroaspis,,,
913,African Rock Python,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Pythonidae,,,Python,,,
914,Common Snapping Turtle,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Chelydridae,,,Chelydra,,,
915,Red-Headed Rock Agama,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Agamidae,,,Agama,,,
916,Western Fence Lizard,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Phrynosomatidae,,,Sceloporus,,,
917,Common House Gecko,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Gekkonidae,,,Hemidactylus,,,
918,King Cobra,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Ophiophagus,,,
919,Fer-de-lance,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Bothrops,,,
920,Water Moccasin,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Agkistrodon,,,
921,River Cooter,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Emydidae,,,Pseudemys,,,
922,Diamondback Terrapin,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Emydidae,,Deirochelyinae,Malaclemys,,,
923,Desert Tortoise,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Testudinidae,Testudinoidea,,Gopherus,,,
924,Saharan Horned Viper,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Cerastes,,,
925,Crested Gecko,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Diplodactylidae,,,Correlophus,,,
926,Veiled Chameleon,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Chamaeleonidae,,,Chamaeleo,,,
927,Shingleback Lizard,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Scincidae,,,Tiliqua,,,
928,Rainbow Boa,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Boidae,,,Epicrates,,,
929,Australian Water Dragon,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Agamidae,,,Intellagama,,,
930,Yellow Anaconda,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Boidae,,,Eunectes,,,
931,Russell's Viper,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Daboia,,,
932,Eastern Brown Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Pseudonaja,,,
933,Corn Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Pantherophis,,,
934,Puff Adder,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Bitis,,,
935,Banded Krait,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Bungarus,,,
936,Brahminy Blind Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Typhlopidae,,,Indotyphlops,,,
937,Common European Adder,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Vipera,,,
938,Diamondback Water Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Nerodia,,,
939,Indian Python,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Pythonidae,,,Python,,,
940,Common Vine Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Ahaetulla,,,
941,Wood Turtle,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Emydidae,,,Glyptemys,,,
942,Western Pond Turtle,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Emydidae,,,Actinemys,,,
943,Amazon Tree Boa,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Boidae,,,Corallus,,,
944,Rosy Boa,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Boidae,,,Charina,,,
945,Smooth Green Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Opheodrys,,,
946,Indian Saw-Scaled Viper,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Echis,,,
947,Gila Monster,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Helodermatidae,,,Heloderma,,,
948,Boa Constrictor,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Boidae,,,Boa,,,
949,Burmese Python,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Pythonidae,,,Python,,,
950,Red-Eared Slider,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Emydidae,,,Trachemys,,,
951,Bengal Monitor,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Varanidae,,,Varanus,,,
952,Ball Python,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Pythonidae,,,Python,,,
953,Cuvier's Dwarf Caiman,Animaux,Chordés,Vertébrés,Reptiles,,,Crocodilia,,,,Alligatoridae,,,Paleosuchus,,,
954,Eastern Fence Lizard,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Phrynosomatidae,,,Sceloporus,,,
955,Alligator Snapping Turtle,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Chelydridae,,,Macrochelys,,,
956,Texas Horned Lizard,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Phrynosomatidae,,,Phrynosoma,,,
957,Painted Turtle,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Emydidae,,Deirochelyinae,Chrysemys,,,
958,Rubber Boa,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Boidae,,,Charina,,,
959,Mulga Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Pseudechis,,,
960,Mojave Rattlesnake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Crotalus,,,
961,Many-Banded Krait,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Bungarus,,,
962,Tokay Gecko,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Gekkonidae,,,Gekko,,,
963,Savannah Monitor,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Varanidae,,,Varanus,,,
964,Argentine Black and White Tegu,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Teiidae,,,Salvator,,,
965,Rinkhals,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Hemachatus,,,
966,Prairie Rattlesnake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Crotalus,,,
967,Western Rat Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Pantherophis,,,
968,Timber Rattlesnake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Crotalus,,,
969,Nile Monitor,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Varanidae,,,Varanus,,,
970,Eastern Diamondback Rattlesnake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Crotalus,,,
971,Asp Viper,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Vipera,,,
972,Common Basilisk,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Corytophanidae,,,Basiliscus,,,
973,American Five-Lined Skink,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Scincidae,,,Plestiodon,,,
974,Western Diamondback Rattlesnake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Crotalus,,,
975,Common Death Adder,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Acanthophis,,,
976,Tiger Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Notechis,,,
977,American Anole,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Dactyloidae,,,Anolis,,,
978,Mata Mata,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Pleurodira,,Chelidae,,Chelinae,Chelus,,,Americhelydia
979,Southern Alligator Lizard,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Anguidae,,,Elgaria,,,
980,Eastern Box Turtle,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Emydidae,,,Terrapene,,,
981,Northern Water Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Nerodia,,,
982,Copperhead,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Agkistrodon,,,
983,Yellow-Bellied Sea Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Hydrophis,,,
984,Egyptian Cobra,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Naja,,,
985,Nose-Horned Viper,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Vipera,,,
986,Perentie,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Varanidae,,,Varanus,,,
987,Reticulated Python,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Pythonidae,,,Malayopython,,,
988,Carpet Python,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Pythonidae,,,Morelia,,,
989,Western Hognose Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Heterodon,,,
990,Mamushi,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Gloydius,,,
991,California Kingsnake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Lampropeltis,,,
992,Sidewinder,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Crotalus,,,
993,Eastern Indigo Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Drymarchon,,,
994,Spiny Softshell Turtle,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Trionychidae,,,Apalone,,,
995,Eastern Kingsnake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Lampropeltis,,,
996,Alabama Red-Bellied Turtle,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Emydidae,,,Pseudemys,,,
997,Monocled Cobra,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Naja,,,
